"area_code","area_type","area_name","year","period","indicator","quintile","measure","value","upper_confidence_interval","lower_confidence_interval","label_inequality","data_source"
"S12000034","Council area","Aberdeenshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.5,15.7,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.5,14.7,14.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.7,16.8,16.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.9,0.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",8.6,14.7,2.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",13.4,44,7.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.2,24.2,22.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.1,21.6,20.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.1,19.5,18.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.4,15.6,15.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.3,14.6,14.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.6,16.8,16.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.9,0.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",8.6,14.7,2.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",13.6,44.1,7.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",25,26,24,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22,22.5,21.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.9,20.2,19.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.2,16.4,16,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.4,15.6,15.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.5,17.6,17.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.9,0.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",8.4,15.4,1.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",12.1,44.2,4,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24.5,25.4,23.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.3,22.8,21.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.9,20.2,19.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.6,16.8,16.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.7,16,15.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.8,17.9,17.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.8,0.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",8.1,14.5,1.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",11.7,40.7,4.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24,25,23.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",22.7,23.2,22.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.3,20.6,20,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.8,17,16.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16,16.2,15.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18,18.2,17.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.8,0.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",8.1,14.5,1.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000034","Council area","Aberdeenshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",11.5,40.1,5,"People","Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",21.7,22.6,20.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",19.8,20.3,19.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000041","Council area","Angus",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",16.9,17.3,16.6,"People","Public Health Scotland (Prescribing Information System)"
